Implementation_Order,New_Build_Rank,Next_Candidate_Rank,SKU_ID,Product,Product_Family,Implementation_Status,Mapped_Working_SKU,Decision_Tier,Priority_Score_0_100,Creation_Effort_1_5,Validation_Effort_1_5,Commercial_Risk_1_5,Trend_Score_0_100,Estimated_Market_Fit_1_5,Market_Evidence_Confidence_1_5,Strategy_Fit_1_5,AM_Differentiation_1_5,Portfolio_Leverage_1_5,Digital_First_Fit_1_5,Economics_1_5,Source_IDs,Scoring_Rationale,Next_Action,Scored_On,Scoring_Version,Score_Status
298,261,,SKU-372,BitBloom magnetic bit dock,AI-generated tools & desktop utility,NOT_STARTED,,2 VALIDATE NEXT,78.8,2,3,2,82.0,4,2,5,5,4,4,3,S102; S103; S109,"Estimated market fit 4/5 with evidence confidence 2/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 2/5, validation effort 3/5 and commercial risk 2/5.","Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Print the interface coupon against the exact purchased hardware, measure retention, then confirm the grip geometry on a real task",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
299,262,,SKU-374,EdgeGlide deburring palm grip,AI-generated tools & desktop utility,NOT_STARTED,,2 VALIDATE NEXT,78.8,2,3,2,82.0,4,2,5,5,4,4,3,S102; S103,"Estimated market fit 4/5 with evidence confidence 2/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 2/5, validation effort 3/5 and commercial risk 2/5.","Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Print the interface coupon against the exact purchased hardware, measure retention, then confirm the grip geometry on a real task",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
300,263,,SKU-375,OffsetSaddle edge marking guide,AI-generated tools & desktop utility,NOT_STARTED,,2 VALIDATE NEXT,78.8,2,3,2,80.0,4,2,5,5,4,4,3,S102; S105,"Estimated market fit 4/5 with evidence confidence 2/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 2/5, validation effort 3/5 and commercial risk 2/5.","Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Print the interface coupon against the exact purchased hardware, measure retention, then confirm the grip geometry on a real task",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
301,264,,SKU-376,SandShell quarter-sheet sanding block,AI-generated tools & desktop utility,NOT_STARTED,,2 VALIDATE NEXT,78.8,2,3,2,76.0,4,2,5,5,4,4,3,S105,"Estimated market fit 4/5 with evidence confidence 2/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 2/5, validation effort 3/5 and commercial risk 2/5.","Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Print the interface coupon against the exact purchased hardware, measure retention, then confirm the grip geometry on a real task",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
302,265,,SKU-380,LedgeHook headphone perch,AI-generated tools & desktop utility,NOT_STARTED,,2 VALIDATE NEXT,78.8,2,3,2,82.0,4,2,5,5,4,4,3,S102,"Estimated market fit 4/5 with evidence confidence 2/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 2/5, validation effort 3/5 and commercial risk 2/5.","Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Print the interface coupon against the exact purchased hardware, measure retention, then confirm the grip geometry on a real task",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
303,266,,SKU-383,LoopWrench finger bit turner,AI-generated tools & desktop utility,NOT_STARTED,,2 VALIDATE NEXT,78.8,2,3,2,80.0,4,2,5,5,4,4,3,S103; S109,"Estimated market fit 4/5 with evidence confidence 2/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 2/5, validation effort 3/5 and commercial risk 2/5.","Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Print the interface coupon against the exact purchased hardware, measure retention, then confirm the grip geometry on a real task",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
304,267,,SKU-386,PinchPour magnetic parts dish,AI-generated tools & desktop utility,NOT_STARTED,,2 VALIDATE NEXT,78.8,2,3,2,82.0,4,2,5,5,4,4,3,S103; S104; S109,"Estimated market fit 4/5 with evidence confidence 2/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 2/5, validation effort 3/5 and commercial risk 2/5.","Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Print the interface coupon against the exact purchased hardware, measure retention, then confirm the grip geometry on a real task",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
305,268,,SKU-008,Photo-to-relief portrait panel,"3D wall art, reliefs & gallery panels",NOT_STARTED,,2 VALIDATE NEXT,78.0,2,2,1,86.0,4,3,3,5,3,5,5,S01; S02; S03; S04; S11; S16,"Estimated market fit 4/5 with evidence confidence 3/5; strategy fit 3/5; additive differentiation 5/5; portfolio leverage 3/5; creation effort 2/5, validation effort 2/5 and commercial risk 1/5.",Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Build automated preview and rights attestation,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
306,269,,SKU-323,Low-Poly Geometric Stag wall trophy,AI-generated animals & creatures,NOT_STARTED,,2 VALIDATE NEXT,78.0,1,1,1,79.0,3,2,4,5,4,3,2,S86; S113,"Estimated market fit 3/5 with evidence confidence 2/5; strategy fit 4/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 1/5, validation effort 1/5 and commercial risk 1/5.","Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Generate one reference image and one Step1X-3D mesh, repair to a watertight solid, then print one smallest-feature coupon before a full model",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
307,270,,SKU-404,Wick-type self-watering reservoir planter,AI-generated trending decor objects,NOT_STARTED,,2 VALIDATE NEXT,78.0,2,3,1,80.0,3,2,5,5,4,5,3,S110; S115,"Estimated market fit 3/5 with evidence confidence 2/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 2/5, validation effort 3/5 and commercial risk 1/5.","Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Print one interface coupon for the insert, pot or keep-out, verify fit and stability, then decide the sealing and heat exclusions",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
308,271,,SKU-405,Iridescent facet bud vase (dry-only),AI-generated trending decor objects,NOT_STARTED,,2 VALIDATE NEXT,78.0,2,3,1,77.0,3,2,5,5,4,5,3,S111; S113,"Estimated market fit 3/5 with evidence confidence 2/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 2/5, validation effort 3/5 and commercial risk 1/5.","Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Print one interface coupon for the insert, pot or keep-out, verify fit and stability, then decide the sealing and heat exclusions",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
309,272,,SKU-124,Cubby-fit vertical mail sorter,Paper and entryway organization,NOT_STARTED,,2 VALIDATE NEXT,77.8,1,3,2,93.0,4,3,5,3,4,3,4,S31; S11; S19; S32,"Estimated market fit 4/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 3/5; portfolio leverage 4/5; creation effort 1/5, validation effort 3/5 and commercial risk 2/5.",Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Test A4 fold; C5/DL envelopes; finger access and tip stability.,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
310,273,,SKU-163,Mineral and specimen riser-label set,Collectible display and storage,NOT_STARTED,,2 VALIDATE NEXT,77.8,1,3,2,90.0,4,3,4,5,4,3,3,S34; S01; S31; S11; S19; S32,"Estimated market fit 4/5 with evidence confidence 3/5; strategy fit 4/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 1/5, validation effort 3/5 and commercial risk 2/5.",Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Run tip; surface-transfer and label-readability tests with inert stone samples.,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
311,274,,SKU-394,Seated figure headset stand,"AI-generated persons, figurines & statues",NOT_STARTED,,2 VALIDATE NEXT,77.8,2,2,2,80.0,4,2,4,5,4,4,3,S102; S110; S112,"Estimated market fit 4/5 with evidence confidence 2/5; strategy fit 4/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 2/5, validation effort 2/5 and commercial risk 2/5.","Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Run the likeness and rights review, then generate one reference image, one Step1X-3D mesh and one printed minimum-feature coupon",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
312,275,,SKU-401,Spiral passive pendant diffuser shade,AI-generated trending decor objects,NOT_STARTED,,2 VALIDATE NEXT,77.8,2,3,2,84.0,4,2,5,5,4,4,2,S111; S113,"Estimated market fit 4/5 with evidence confidence 2/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 2/5, validation effort 3/5 and commercial risk 2/5.","Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Print one interface coupon for the insert, pot or keep-out, verify fit and stability, then decide the sealing and heat exclusions",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
313,276,,SKU-049,Power-brick cradle,Cable-management systems,NOT_STARTED,,2 VALIDATE NEXT,77.5,3,3,3,93.0,5,2,5,5,4,2,4,S05; S09; S11; S19,"Estimated market fit 5/5 with evidence confidence 2/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 3/5, validation effort 3/5 and commercial risk 3/5.",Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Define approved mounting and ventilation rules,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
314,277,,SKU-113,Remote-control drawer cradle with cable route,Living-room organization,NOT_STARTED,,2 VALIDATE NEXT,77.5,2,4,3,94.0,5,3,5,4,4,4,3,S31; S09; S11; S15; S19; S32,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 4/5; portfolio leverage 4/5; creation effort 2/5, validation effort 4/5 and commercial risk 3/5.",Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Use inert remote blocks to validate clearance; then test cable pinch and heat around one real device.,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
315,278,,SKU-120,Light-duty shelf riser bridge,Exact-fit shelf organization,NOT_STARTED,,2 VALIDATE NEXT,77.5,2,4,3,88.0,5,3,4,5,4,4,4,S31; S11; S19; S32,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 4/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 2/5, validation effort 4/5 and commercial risk 3/5.",Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Test modular joint; 30-day creep and tip with a conservative 1 kg target.,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
316,279,,SKU-132,Weighted cable-end rescue puck,Cable-management systems,NOT_STARTED,,2 VALIDATE NEXT,77.5,1,3,3,92.0,5,3,5,3,4,3,2,S31; S09; S11; S19; S32,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 3/5; portfolio leverage 4/5; creation effort 1/5, validation effort 3/5 and commercial risk 3/5.",Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Test pull thresholds; cable jacket marks; tip and captive-ballast retention.,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
317,280,,SKU-135,Cable plug ID collar generator,Cable labeling systems,NOT_STARTED,,2 VALIDATE NEXT,77.5,1,4,3,93.0,5,3,5,3,4,4,3,S31; S09; S11; S19; S28; S32,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 3/5; portfolio leverage 4/5; creation effort 1/5, validation effort 4/5 and commercial risk 3/5.",Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Run diameter sweep; pull-off and 1000 flex cycles on sacrificial cables.,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
318,281,,SKU-139,Keyboard tilt wedge pair with wrist-clearance,Passive device stands,NOT_STARTED,,2 VALIDATE NEXT,77.5,1,4,3,88.0,5,3,4,5,4,4,2,S31; S11; S19; S32,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 4/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 1/5, validation effort 4/5 and commercial risk 3/5.",Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Test angles 2–8 degrees; slip and keying stability with generic keyboards.,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
319,282,,SKU-159,Vinyl-weeding tool and scrap-catcher station,Cutting-craft organization,NOT_STARTED,,2 VALIDATE NEXT,77.5,2,3,3,92.0,5,3,4,4,4,4,4,S33; S01; S11; S19; S32,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 4/5; additive differentiation 4/5; portfolio leverage 4/5; creation effort 2/5, validation effort 3/5 and commercial risk 3/5.",Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Run tool-retention; tip-shield and scrap-removal tests.,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
320,283,,SKU-164,Pin and badge display tile,Collectible display and storage,NOT_STARTED,,2 VALIDATE NEXT,77.5,1,3,3,91.0,5,3,4,4,4,3,3,S01; S34; S11; S19; S32,"Estimated market fit 5/5 with evidence confidence 3/5; strategy fit 4/5; additive differentiation 4/5; portfolio leverage 4/5; creation effort 1/5, validation effort 3/5 and commercial risk 3/5.",Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Test back clearance; stand stability and safe handling with blunt dummy pins.,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
321,284,,SKU-176,Packing-cube content tag set,Travel labeling systems,NOT_STARTED,,2 VALIDATE NEXT,77.5,1,4,3,91.0,4,3,5,5,4,4,3,S01; S11; S19; S28; S32,"Estimated market fit 4/5 with evidence confidence 3/5; strategy fit 5/5; additive differentiation 5/5; portfolio leverage 4/5; creation effort 1/5, validation effort 4/5 and commercial risk 3/5.",Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Test pull-off; abrasion and 500 attach cycles on generic zipper pulls.,2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
322,286,,SKU-316,Articulated Sea Turtle palm fidget,AI-generated animals & creatures,NOT_STARTED,,2 VALIDATE NEXT,77.0,2,2,1,84.0,4,2,4,3,4,5,3,S84; S86,"Estimated market fit 4/5 with evidence confidence 2/5; strategy fit 4/5; additive differentiation 3/5; portfolio leverage 4/5; creation effort 2/5, validation effort 2/5 and commercial risk 1/5.","Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Generate one reference image and one Step1X-3D mesh, repair to a watertight solid, then print one smallest-feature coupon before a full model",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
323,287,,SKU-322,Articulated Whale Shark key pouch,AI-generated animals & creatures,NOT_STARTED,,2 VALIDATE NEXT,77.0,2,2,1,87.0,4,2,4,3,4,5,3,S86; S84,"Estimated market fit 4/5 with evidence confidence 2/5; strategy fit 4/5; additive differentiation 3/5; portfolio leverage 4/5; creation effort 2/5, validation effort 2/5 and commercial risk 1/5.","Run demand and workflow validation before CAD capacity is assigned. Proposed gate: Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Generate one reference image and one Step1X-3D mesh, repair to a watertight solid, then print one smallest-feature coupon before a full model",2026-09-04,1.3,PLANNING ESTIMATE — NOT RELEASE APPROVAL
