Record_Key,Record_Type,Record_ID,Parent_SKU_ID,Product,Product_Path,Purpose_or_Intended_Use,Purpose_Documented,Trend_Score_0_100,Priority_Score_0_100,Current_Preflight_Short,Complexity,Readiness,Criticality,Current_Lane,Wave,Advancement_Potential,Suggested_Target_R,Specific_Variant_IDs,Specific_Variant_Status,Bottleneck,Exact_Next_Evidence,Evidence_Boundary,Assessment_Status,Assessed_On,Register_Version
RESEARCH:SKU-314,RESEARCH_IDEA,SKU-314,SKU-117,IKEA KALLAX 703.402.99 nominal-envelope divider matrix,,Create a removable multi-part divider matrix that stays inside the official KALLAX 703.402.99 insert envelope while preserving the generic cubby-divider concept for other furniture.,YES,88.0,82.8,C3 · R3 · K1 · Lane C · CONDITIONAL,C3,R3,K1,C,W1 R3 NOMINAL — COUPON NEXT,R3+ ACHIEVED — PHYSICAL EVIDENCE NEXT,R4 INDEPENDENT / PHYSICAL VALIDATION,,EVIDENCE-BACKED SPECIFIC R3 CHILD,"The official insert envelope is a nominal compatibility proxy, not a unit-specific cubby tolerance; shelf squareness, finish, revision and assembly variation require a three-value gauge.","Print 326.3/327.0/327.7 mm span gauges and one module seam, then test one exact KALLAX unit before any compatibility wording.","R3 applies only to this named variant and the cited nominal interface/process baseline. No physical fit, durability, demand, rights or commercial-release claim is inherited.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-315,RESEARCH_IDEA,SKU-315,,Articulated Crystal Dragon desk guardian,,"Provide a mesmerizing, tactile desktop companion that flexes naturally along 24 articulated segments.",YES,80.0,73.0,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,W2 LOW-COMPLEXITY,MEDIUM,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,"Concept inputs exist, but the exact named-interface and/or exact process baseline needed for R3 is open.","Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Generate one reference image and one Step1X-3D mesh, repair to a watertight solid, then print one smallest-feature coupon before a full model","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-316,RESEARCH_IDEA,SKU-316,,Articulated Sea Turtle palm fidget,,Serve as a calming pocket sensory fidget and coastal desk decoration.,YES,84.0,77.0,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,W2 LOW-COMPLEXITY,MEDIUM,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,"Concept inputs exist, but the exact named-interface and/or exact process baseline needed for R3 is open.","Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Generate one reference image and one Step1X-3D mesh, repair to a watertight solid, then print one smallest-feature coupon before a full model","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-317,RESEARCH_IDEA,SKU-317,,Articulated Axolotl desk pet,,"Provide a joyful, friendly desk mascot with gentle swaying motion.",YES,80.0,73.0,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,W2 LOW-COMPLEXITY,MEDIUM,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,"Concept inputs exist, but the exact named-interface and/or exact process baseline needed for R3 is open.","Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Generate one reference image and one Step1X-3D mesh, repair to a watertight solid, then print one smallest-feature coupon before a full model","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-318,RESEARCH_IDEA,SKU-318,,Articulated Japanese Koi Fish,,Bring zen aesthetic movement and tactile flow to desktop and meditation spaces.,YES,75.0,73.0,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,W2 LOW-COMPLEXITY,MEDIUM,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,"Concept inputs exist, but the exact named-interface and/or exact process baseline needed for R3 is open.","Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Generate one reference image and one Step1X-3D mesh, repair to a watertight solid, then print one smallest-feature coupon before a full model","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-319,RESEARCH_IDEA,SKU-319,,Articulated Chameleon perch toy,,"Cling to computer monitors, desk lamps, or pens as a watchful articulated buddy.",YES,80.0,71.0,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,W2 LOW-COMPLEXITY,MEDIUM,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,"Concept inputs exist, but the exact named-interface and/or exact process baseline needed for R3 is open.","Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Generate one reference image and one Step1X-3D mesh, repair to a watertight solid, then print one smallest-feature coupon before a full model","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-320,RESEARCH_IDEA,SKU-320,,Articulated Capybara with orange hat,,Deliver zen humor and relaxing companionship to modern workspace desks.,YES,76.0,73.0,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,W2 LOW-COMPLEXITY,MEDIUM,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,"Concept inputs exist, but the exact named-interface and/or exact process baseline needed for R3 is open.","Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Generate one reference image and one Step1X-3D mesh, repair to a watertight solid, then print one smallest-feature coupon before a full model","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-321,RESEARCH_IDEA,SKU-321,,Articulated Red Panda desk buddy,,Provide comforting tactile fidgeting and warm woodland aesthetics on study and work desks.,YES,75.0,73.0,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,W2 LOW-COMPLEXITY,MEDIUM,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,"Concept inputs exist, but the exact named-interface and/or exact process baseline needed for R3 is open.","Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Generate one reference image and one Step1X-3D mesh, repair to a watertight solid, then print one smallest-feature coupon before a full model","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-322,RESEARCH_IDEA,SKU-322,,Articulated Whale Shark key pouch,,Keep small desk trinkets or keys neatly concealed inside a charming marine creature.,YES,87.0,77.0,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,W1 HIGH-TREND / LOW-COMPLEXITY,HIGH,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,"Concept inputs exist, but the exact named-interface and/or exact process baseline needed for R3 is open.","Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Generate one reference image and one Step1X-3D mesh, repair to a watertight solid, then print one smallest-feature coupon before a full model","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-323,RESEARCH_IDEA,SKU-323,,Low-Poly Geometric Stag wall trophy,,"Elevate modern living rooms, cabins, or creative studios with contemporary geometric wildlife art.",YES,79.0,78.0,C1 · R2 · K1 · Lane E · LOW_UNKNOWN,C1,R2,K1,E,W2 LOW-COMPLEXITY,MEDIUM,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,"Concept inputs exist, but the exact named-interface and/or exact process baseline needed for R3 is open.","Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Generate one reference image and one Step1X-3D mesh, repair to a watertight solid, then print one smallest-feature coupon before a full model","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-324,RESEARCH_IDEA,SKU-324,,Low-Poly Howling Wolf desk sculpture,,"Serve as an inspiring, sharp-lined executive paperweight and shelf statement piece.",YES,76.0,84.0,C1 · R2 · K1 · Lane E · LOW_UNKNOWN,C1,R2,K1,E,W2 LOW-COMPLEXITY,MEDIUM,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,"Concept inputs exist, but the exact named-interface and/or exact process baseline needed for R3 is open.","Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Generate one reference image and one Step1X-3D mesh, repair to a watertight solid, then print one smallest-feature coupon before a full model","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-325,RESEARCH_IDEA,SKU-325,,Low-Poly Barn Owl book-perch,,Guard book collections with a sleek architectural bird of prey while functioning as an open-end book stop.,YES,83.0,76.0,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,W2 LOW-COMPLEXITY,MEDIUM,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,"Concept inputs exist, but the exact named-interface and/or exact process baseline needed for R3 is open.","Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Generate one reference image and one Step1X-3D mesh, repair to a watertight solid, then print one smallest-feature coupon before a full model","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-326,RESEARCH_IDEA,SKU-326,,Low-Poly Prowling Panther sculpture,,"Anchor bookshelf, TV console, or desk setups with dynamic predatory elegance.",YES,76.0,84.0,C1 · R2 · K1 · Lane E · LOW_UNKNOWN,C1,R2,K1,E,W2 LOW-COMPLEXITY,MEDIUM,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,"Concept inputs exist, but the exact named-interface and/or exact process baseline needed for R3 is open.","Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Generate one reference image and one Step1X-3D mesh, repair to a watertight solid, then print one smallest-feature coupon before a full model","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-327,RESEARCH_IDEA,SKU-327,,Sleepy Cat succulent planter,,"Nurture small succulents and cacti inside an adorable, heartwarming feline sculpture.",YES,84.0,79.0,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,W2 LOW-COMPLEXITY,MEDIUM,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,"Concept inputs exist, but the exact named-interface and/or exact process baseline needed for R3 is open.","Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Generate one reference image and one Step1X-3D mesh, repair to a watertight solid, then print one smallest-feature coupon before a full model","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-328,RESEARCH_IDEA,SKU-328,,Hedgehog toothpick & cotton swab dispenser,,Dispense toothpicks or cosmetic swabs with joyful woodland charm on dining tables or vanities.,YES,79.0,76.0,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,W2 LOW-COMPLEXITY,MEDIUM,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,"Concept inputs exist, but the exact named-interface and/or exact process baseline needed for R3 is open.","Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Generate one reference image and one Step1X-3D mesh, repair to a watertight solid, then print one smallest-feature coupon before a full model","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-329,RESEARCH_IDEA,SKU-329,,Rhinoceros heavy-duty coat hook,,"Hang heavy winter coats, bags, and hats securely while adding bold wildlife character to entryways.",YES,83.0,76.0,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,W2 LOW-COMPLEXITY,MEDIUM,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,"Concept inputs exist, but the exact named-interface and/or exact process baseline needed for R3 is open.","Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Generate one reference image and one Step1X-3D mesh, repair to a watertight solid, then print one smallest-feature coupon before a full model","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-330,RESEARCH_IDEA,SKU-330,,Elephant trunk smartphone dock,,Hold smartphones in portrait or landscape while charging on nightstands or desks.,YES,80.0,80.0,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,W2 LOW-COMPLEXITY,MEDIUM,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,"Concept inputs exist, but the exact named-interface and/or exact process baseline needed for R3 is open.","Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Generate one reference image and one Step1X-3D mesh, repair to a watertight solid, then print one smallest-feature coupon before a full model","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-331,RESEARCH_IDEA,SKU-331,,Octopus cable wrap organizer,,Prevent messy desk cord tangles by wrapping cables neatly around organic creature arms.,YES,90.0,84.0,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,W1 HIGH-TREND / LOW-COMPLEXITY,HIGH,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,"Concept inputs exist, but the exact named-interface and/or exact process baseline needed for R3 is open.","Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Generate one reference image and one Step1X-3D mesh, repair to a watertight solid, then print one smallest-feature coupon before a full model","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-332,RESEARCH_IDEA,SKU-332,,Tree Frog bookmark reading clip,,Mark reading progress with a playful frog peering over the book trim.,YES,87.0,80.0,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,W1 HIGH-TREND / LOW-COMPLEXITY,HIGH,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,"Concept inputs exist, but the exact named-interface and/or exact process baseline needed for R3 is open.","Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Generate one reference image and one Step1X-3D mesh, repair to a watertight solid, then print one smallest-feature coupon before a full model","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
RESEARCH:SKU-333,RESEARCH_IDEA,SKU-333,,Charging Bull business card holder,,Display professional business cards with strength and financial confidence on executive desks.,YES,78.0,76.0,C2 · R2 · K1 · Lane E · LOW_UNKNOWN,C2,R2,K1,E,W2 LOW-COMPLEXITY,MEDIUM,R3 NOMINAL DESIGN INPUTS,,NO SPECIFIC CHILD ADDED IN THIS PASS,"Concept inputs exist, but the exact named-interface and/or exact process baseline needed for R3 is open.","Resolve the Step1X-3D licence conflict for EU commercial use first [S125][S126]; then: Generate one reference image and one Step1X-3D mesh, repair to a watertight solid, then print one smallest-feature coupon before a full model","This is a portfolio planning assessment. Market score, C/R/K/lane and product-release evidence remain separate.",COMPLETE PORTFOLIO TRIAGE — NOT RELEASE APPROVAL,2026-08-31,1.0
